datetime,open,high,low,close,volume
2025-08-29 17:38:59.915928,1.085,1.08514,1.08489,1.08505,12837
2025-08-29 18:38:59.915928,1.08511,1.08526,1.08497,1.08517,1672
2025-08-29 19:38:59.915928,1.08507,1.08511,1.08495,1.08503,6626
2025-08-29 20:38:59.915928,1.08499,1.08502,1.08491,1.085,4469
2025-08-29 21:38:59.915928,1.0849,1.08502,1.08483,1.08491,5590
2025-08-29 22:38:59.915928,1.08459,1.08464,1.08444,1.08452,1069
2025-08-29 23:38:59.915928,1.08464,1.08472,1.08456,1.08463,5719
2025-08-30 00:38:59.915928,1.08487,1.08494,1.08462,1.08475,1441
2025-08-30 01:38:59.915928,1.08464,1.08469,1.08459,1.08467,5904
2025-08-30 02:38:59.915928,1.08447,1.08458,1.08428,1.08432,1960
2025-08-30 03:38:59.915928,1.08442,1.08456,1.08428,1.08439,2106
2025-08-30 04:38:59.915928,1.08443,1.08461,1.08435,1.08447,1853
2025-08-30 05:38:59.915928,1.08426,1.08433,1.08417,1.0842,3508
2025-08-30 06:38:59.915928,1.08406,1.08415,1.08395,1.08404,766
2025-08-30 07:38:59.915928,1.08409,1.08426,1.08397,1.08421,517
2025-08-30 08:38:59.915928,1.0839,1.08399,1.08387,1.08396,3936
2025-08-30 09:38:59.915928,1.08403,1.08411,1.08382,1.08409,4976
2025-08-30 10:38:59.915928,1.08406,1.0842,1.08406,1.08413,2795
2025-08-30 11:38:59.915928,1.08414,1.0842,1.08409,1.08416,5107
2025-08-30 12:38:59.915928,1.08404,1.0843,1.08396,1.08412,19844
2025-08-30 13:38:59.915928,1.08416,1.08422,1.084,1.08412,2182
2025-08-30 14:38:59.915928,1.08403,1.08418,1.08391,1.084,1529
2025-08-30 15:38:59.915928,1.0842,1.08441,1.08417,1.0843,4310
2025-08-30 16:38:59.915928,1.08425,1.08428,1.08409,1.08423,6494
2025-08-30 17:38:59.915928,1.08444,1.08465,1.08444,1.08457,3981
2025-08-30 18:38:59.915928,1.08416,1.08417,1.08405,1.08409,8161
2025-08-30 19:38:59.915928,1.08413,1.0843,1.08402,1.08426,5657
2025-08-30 20:38:59.915928,1.08409,1.08441,1.08405,1.0842,2425
2025-08-30 21:38:59.915928,1.08405,1.08407,1.08397,1.08401,5212
